41073,61967,50057,50331
40612,59935,50114,51362
42309,60999,50961,50337
41023,61095,51544,51356
43231,59627,49832,52732
47515,69139,54488,57387
46583,67238,56653,55912
46292,69675,55249,55903
48243,65275,53446,56884
46414,65145,56860,54291
50079,70870,59552,62412
50426,73066,59564,62375
50884,70415,59277,59312
51121,70300,61079,59439
51694,69923,60610,59497
58110,77234,66111,65145
56653,75179,65982,66467
54345,76037,67280,65601
54497,77482,65538,64698
54958,75129,62468,66697
60200,80629,69466,71803
60810,83154,70789,68807
63045,78912,69996,67955
61572,81228,69819,70437
61443,80223,71143,71121
67048,87716,73970,73188
67403,87858,76874,75456
64744,84662,75825,75994
66086,85257,75371,76740
65611,85574,76708,76420
70698,88066,79313,78629
70602,89991,81326,79485
70817,90375,79485,81719
71985,91706,80258,78332
71011,92215,79987,79039
75445,92861,83513,85048
76120,92475,84580,83070
74926,95027,84125,84478
74717,93863,84509,84581
75059,95594,85050,85509
79639,98061,90854,89611
79359,98815,90216,88331
79287,102231,89596,89634
79743,100114,91174,89888
80534,100052,87961,90192
85113,104937,92529,94524
86191,103704,94227,92600
85256,103595,94071,93443
84107,105677,95886,94804
85220,103049,92932,95578
89246,111131,97578,97172
89941,108528,99451,99517
90812,107543,98220,98326
89047,108072,99397,98497
88504,108173,97644,97694
94182,114192,103532,103461
95511,112482,103952,102547
95474,112414,102903,103475
96295,113724,103771,103181
94613,113695,103446,104103
100508,117156,109035,106824
99418,117776,108994,110199
98426,117378,108114,107117
99020,117822,107535,110060
99853,117751,108643,109235
103857,121559,114954,112635
103408,123605,113200,112626
103611,123174,112614,111960
104452,123592,115132,112562
103018,122084,112233,112325
107478,127041,117953,116977
108966,129843,119538,117595
108354,126090,117890,119452
108595,129374,117182,117390
109071,125942,118877,117855
112371,131529,124235,122543
114523,134900,123044,121728
112443,132575,122657,121607
114833,133561,122683,122651
113497,130141,123353,123298
117590,138688,128766,125414
118150,137374,127693,128541
118529,137016,126784,126860
118461,135875,126376,128480
118990,137763,126744,126550
122114,142573,132795,131079
123310,142360,130288,132227
123211,142783,133980,131267
124807,141371,132352,131441
124932,143005,131050,131431
128388,146433,135898,135394
127992,147547,136969,137115
126588,148088,135348,135367
128346,149165,137389,136412
128053,148107,136188,136452
132457,153087,140876,140636
133364,151448,143052,141328
132225,153543,141401,141681
131730,152417,142259,140489
133033,151788,141399,139978
33406,60842,39592,39358
33737,58857,37866,38540
33790,60910,39029,38006
33486,60783,38177,38557
35297,62721,38364,37940
39535,67244,43380,42975
39850,66853,42165,42645
39432,63931,43777,42972
38294,64337,44607,43456
38377,66485,42323,42564
42754,72925,47867,47966
44356,68750,49479,48187
44959,71616,47490,48393
45372,70263,49416,49202
44169,68494,48527,49481
50490,77745,53061,53007
49666,75155,52974,52741
48462,77279,53145,52306
50070,75694,52693,52653
49162,75957,52340,55554
54145,81532,58677,58963
55143,80208,57667,57932
54818,79467,56964,58634
53800,82556,56969,58605
55080,78703,56587,58474
58266,83730,62298,61871
60010,84813,61653,61790
57091,85179,63061,63693
59270,83437,62782,64879
58077,83829,61782,63500
62934,92207,68118,66015
65172,90180,66007,68351
65031,89139,67459,67868
64076,89070,67721,67831
63522,89541,68463,67864
68592,94490,70923,72596
68927,91303,70452,73541
69449,93337,72815,71913
69112,91864,71700,72601
69736,96278,74067,72090
73786,99172,78224,76745
73394,100439,77832,77680
73854,98869,76416,77684
73079,98782,77154,77574
74331,98191,76987,78372
78562,104531,81731,82522
79609,104980,82360,82242
78366,104055,82187,82806
79000,105328,80905,83743
78423,103877,82022,82361
82406,106227,86734,86914
83289,109559,86739,87767
81952,110504,86192,87018
82453,108358,87557,88373
83373,109192,87442,86346
89251,112314,90649,91658
87486,114599,89841,90370
87626,111868,91945,90816
87029,113853,91288,92231
86666,111977,91810,91446
91170,117179,95848,96413
90646,117951,96370,94471
92533,118383,97156,95396
92658,118408,95053,95980
92221,116724,96967,96999
97450,122637,99987,100148
96661,122577,99955,101334
95920,123780,100615,99469
97949,122959,100267,101724
97457,126257,101290,100759
101957,126516,105157,105534
101594,128366,104289,105899
100743,127849,106771,105193
100087,126615,107410,106116
102095,126912,105083,105805
106534,134501,111773,110211
106231,132156,110371,109729
106441,131723,110746,110432
106325,130860,111210,111880
106953,133661,110918,109640
111403,138053,114490,115696
