949,61967,137084
917,59935,139148
964,60999,138037
941,61095,137964
1016,59627,139357
925,69139,129936
961,67238,131801
912,69675,129413
915,65275,133810
924,65145,133931
910,70870,128220
886,73066,126048
871,70415,128714
884,70300,128816
903,69923,129174
832,77234,121934
861,75179,123960
874,76037,123089
847,77482,121671
881,75129,123990
839,80629,118532
874,83154,115972
818,78912,120270
822,81228,117950
835,80223,118942
821,87716,111463
821,87858,111321
783,84662,114555
796,85257,113947
800,85574,113626
745,88066,111189
796,89991,109213
790,90375,108835
763,91706,107531
750,92215,107035
770,92861,106369
780,92475,106745
771,95027,104202
771,93863,105366
714,95594,103692
741,98061,101198
736,98815,100449
684,102231,97085
696,100114,99190
739,100052,99209
656,104937,94407
720,103704,95576
677,103595,95728
667,105677,93656
688,103049,96263
647,111131,88222
659,108528,90813
650,107543,91807
667,108072,91261
675,108173,91152
651,114192,85157
629,112482,86889
601,112414,86985
656,113724,85620
629,113695,85676
633,117156,82211
587,117776,81637
602,117378,82020
592,117822,81586
600,117751,81649
572,121559,77869
589,123605,75806
602,123174,76224
553,123592,75855
570,122084,77346
544,127041,72415
567,129843,69590
543,126090,73367
580,129374,70046
557,125942,73501
554,131529,67917
519,134900,64581
518,132575,66907
563,133561,65876
506,130141,69353
517,138688,60795
513,137374,62113
479,137016,62505
531,135875,63594
512,137763,61725
490,142573,56937
503,142360,57137
507,142783,56710
475,141371,58154
477,143005,56518
464,146433,53103
459,147547,51994
432,148088,51480
453,149165,50382
441,148107,51452
432,153087,46481
415,151448,48137
435,153543,46022
416,152417,47167
419,151788,47793
1806,60842,137352
1793,58857,139350
1764,60910,137326
1824,60783,137393
1850,62721,135429
1735,67244,131021
1749,66853,131398
1736,63931,134333
1742,64337,133921
1760,66485,131755
1695,72925,125380
1671,68750,129579
1646,71616,126738
1693,70263,128044
1668,68494,129838
1653,77745,120602
1659,75155,123186
1642,77279,121079
1632,75694,122674
1655,75957,122388
1644,81532,116824
1564,80208,118228
1582,79467,118951
1570,82556,115874
1603,78703,119694
1547,83730,114723
1520,84813,113667
1520,85179,113301
1539,83437,115024
1480,83829,114691
1470,92207,106323
1488,90180,108332
1485,89139,109376
1443,89070,109487
1494,89541,108965
1404,94490,104106
1398,91303,107299
1408,93337,105255
1420,91864,106716
1400,96278,102322
1367,99172,99461
1335,100439,98226
1322,98869,99809
1371,98782,99847
1351,98191,100458
1309,104531,94160
1335,104980,93685
1320,104055,94625
1307,105328,93365
1360,103877,94763
1268,106227,92505
1214,109559,89227
1219,110504,88277
1264,108358,90378
1269,109192,89539
1184,112314,86502
1179,114599,84222
1183,111868,86949
1181,113853,84966
1190,111977,86833
1147,117179,81674
1181,117951,80868
1201,118383,80416
1134,118408,80458
