1%/tk1-30/bue1-20
949
925
910
832
839
821
745
770
741
656
647
651
633
572
544
554
517
490
464
432
1806
1735
1695
1653
1644
1547
1470
1404
1367
1309
1268
1184
1147
1102
1060
963
999
920
843
799
2651
2606
2482
2460
2333
2256
2103
2097
1971
1974
1866
1835
1698
1612
1529
1479
1421
1375
1296
1310
3526
3376
3326
3189
3052
2945
2884
2789
2640
2526
2348
2350
2258
2066
2056
1904
1817
1800
1667
1607
4239
4093
3986
3767
3775
3592
3442
3322
3198
3118
2977
2710
2663
2606
2463
2407
2340
2111
2083
1957
165584
161880
156554
150834
148788
143763
137838
134669
129063
123802
120075
114896
111147
106082
101864
96591
93700
87901
84698
78916
166491
162421
156355
151538
148091
143501
138091
135023
129102
122598
119581
116287
110812
106262
102820
98255
92743
89298
83164
79989
165743
161258
157346
152287
146606
143074
137423
133630
128300
124335
119553
114524
111531
106506
101720
98513
93939
88724
84546
80228
165823
160749
155899
151696
147981
143019
139158
134224
129928
124466
119055
115744
111592
106431
100995
97215
92394
89499
85052
79525
165593
161621
157149
150581
146715
142126
138680
132512
128303
125702
119891
114391
110725
106692
101781
96433
93423
89524
84141
80017
175741
172060
167078
162667
157465
152760
149260
142697
139577
134456
128719
123008
119160
114887
110114
104838
100171
95261
90285
85872
176307
171402
167750
162698
157491
153214
148026
142776
137354
134724
128662
124484
120302
115737
109240
104936
100764
96424
90876
87530
176738
170267
167467
162385
156449
152736
147388
143298
138062
134117
129180
124648
119855
114759
109341
104579
101007
97080
92205
86759
176756
171643
166082
162609
157437
153293
147038
143263
139246
133712
128303
125803
120767
114933
110005
103413
99721
96252
91117
87428
175440
171984
167311
162146
156338
151617
147486
144265
137800
133498
127576
125169
118162
115118
108882
106118
99723
96450
92633
87014
176458
172403
168049
162905
157510
153140
148457
144323
138636
135059
128955
124910
119889
114907
110676
106245
100700
96504
91153
87436
175982
172457
166447
162385
156802
152194
148328
143904
138050
134875
131067
123168
120093
114923
112604
104622
102500
95616
94271
85455
176317
172048
167383
162001
157317
154041
148047
143159
139995
133168
129223
124760
120670
114892
110259
104904
100047
96264
91709
87850
176644
173400
167977
161448
156801
152606
148130
144513
139655
135509
129176
125159
120894
116184
111260
105608
100193
97001
92502
85831
177291
171843
167904
162589
159055
153049
148846
143394
138767
134165
129841
125244
119256
116245
110024
105401
100752
97301
93042
87002
177512
171926
168258
162377
158313
152483
149767
143591
139243
134912
129414
123963
121235
115905
111250
105873
99917
96438
92240
86008
176428
172498
166651
162412
157948
