50603,82745,52433,50716,,26778,26837,26737,26686,,2,,0.53556,0.53674,0.53474,0.53372
56483,88798,55879,56665,,31559,31828,30655,31310,,3,,0.63118,0.63656,0.6131,0.6262
60642,92141,61764,60575,,36307,36601,36309,36345,,4,,0.72614,0.73202,0.72618,0.7269
65485,98586,65540,66815,,40715,41612,41324,41029,,5,,0.8143,0.83224,0.82648,0.82058
70341,103860,69434,71386,,45346,46718,45447,45305,,6,,0.90692,0.93436,0.90894,0.9061
75656,107444,76134,75271,,49384,50441,49945,50774,,7,,0.98768,1.00882,0.9989,1.01548
80747,112413,78936,80017,,55034,54772,56043,55694,,8,,1.10068,1.09544,1.12086,1.11388
85822,117898,84999,84984,,60117,59273,60227,59440,,9,,1.20234,1.18546,1.20454,1.1888
89527,121241,89873,89688,,63505,63785,63987,65015,,10,,1.2701,1.2757,1.27974,1.3003
94405,127390,93845,92969,,70603,70636,69176,69810,,11,,1.41206,1.41272,1.38352,1.3962
100053,132225,98227,98151,,73941,73161,74898,72838,,12,,1.47882,1.46322,1.49796,1.45676
104801,136984,105025,105107,,79421,79371,79045,78632,,13,,1.58842,1.58742,1.5809,1.57264
107701,143287,108835,108482,,85692,84647,84888,83880,,14,,1.71384,1.69294,1.69776,1.6776
113593,145377,114092,113321,,88836,89936,88713,90166,,15,,1.77672,1.79872,1.77426,1.80332
118192,151398,118046,117850,,94188,92928,93814,91472,,16,,1.88376,1.85856,1.87628,1.82944
26275,24306,25677,23821,,98092,97768,100330,99371,,17,,1.96184,1.95536,2.0066,1.98742
29889,28007,30996,27400,,103045,102415,104055,103421,,18,,2.0609,2.0483,2.0811,2.06842
35940,33406,35233,32894,,107483,106980,107618,108713,,19,,2.14966,2.1396,2.15236,2.17426
40075,39418,40166,37482,,113271,113603,113541,114031,,20,,2.26542,2.27206,2.27082,2.28062
45004,41294,45124,44506,,,,,,,,,,,,
50575,46540,49831,48387,,20782,22100,22040,21481,,1,,0.41564,0.442,0.4408,0.42962
54788,52861,54544,51566,,26436,27302,26885,27324,,2,,0.52872,0.54604,0.5377,0.54648
59623,56170,59636,56688,,31231,31594,30706,31368,,3,,0.62462,0.63188,0.61412,0.62736
65239,61767,65035,61628,,36077,35779,36754,35968,,4,,0.72154,0.71558,0.73508,0.71936
69749,67311,68078,67339,,40329,40929,40322,39825,,5,,0.80658,0.81858,0.80644,0.7965
73928,71484,74217,71839,,44260,45114,46222,46029,,6,,0.8852,0.90228,0.92444,0.92058
78671,76919,80684,76646,,50015,50109,50440,49516,,7,,1.0003,1.00218,1.0088,0.99032
83676,80813,82940,81615,,55824,55320,55043,54038,,8,,1.11648,1.1064,1.10086,1.08076
89281,86069,90446,86012,,60441,59736,59544,60041,,9,,1.20882,1.19472,1.19088,1.20082
92000,90690,94188,91538,,65571,64118,64902,64767,,10,,1.31142,1.28236,1.29804,1.29534
98017,96375,97291,94348,,70696,70033,69824,69403,,11,,1.41392,1.40066,1.39648,1.38806
103201,99496,103157,99669,,73427,74584,73078,73237,,12,,1.46854,1.49168,1.46156,1.46474
107462,105932,107732,106011,,79738,79113,80320,80162,,13,,1.59476,1.58226,1.6064,1.60324
113238,109411,111871,110811,,84257,82865,85217,83594,,14,,1.68514,1.6573,1.70434,1.67188
117876,115503,116687,115576,,89240,88807,90823,87949,,15,,1.7848,1.77614,1.81646,1.75898
25591,23111,25483,20935,,94861,93346,94133,93482,,16,,1.89722,1.86692,1.88266,1.86964
30344,27314,29057,27213,,98982,96496,97285,97766,,17,,1.97964,1.92992,1.9457,1.95532
35386,33302,34613,32740,,102573,103414,104350,104968,,18,,2.05146,2.06828,2.087,2.09936
38537,38670,39819,34998,,107841,106922,107284,109259,,19,,2.15682,2.13844,2.14568,2.18518
43822,42267,44791,41397,,112229,112082,114168,112398,,20,,2.24458,2.24164,2.28336,2.24796
48174,46939,48934,46568,,,,,,,,,,,,
54076,52794,55085,50625,,,,,,,,,,,,
57944,55612,58290,56003,,,,,,,,,,,,
63363,62098,63475,60261,,,,,,,,,,,,
67732,68710,68557,64962,,,,,,,,,,,,
72983,72064,73082,70056,,,,,,,,,,,,
76575,75315,77561,74103,,,,,,,,,,,,
81118,80936,83353,78854,,,,,,,,,,,,
88436,85999,87711,84884,,,,,,,,,,,,
90667,89690,92594,88980,,,,,,,,,,,,
96985,94586,95999,92835,,,,,,,,,,,,
102289,100631,101780,98701,,,,,,,,,,,,
105611,104452,106929,103255,,,,,,,,,,,,
112306,110651,112051,107621,,,,,,,,,,,,
115358,114346,115529,113394,,,,,,,,,,,,
24244,24115,23771,22885,,,,,,,,,,,,
28964,28558,29913,27177,,,,,,,,,,,,
33944,32487,33968,31571,,,,,,,,,,,,
38617,38111,37606,35690,,,,,,,,,,,,
44283,43719,44008,41078,,,,,,,,,,,,
50183,47364,48929,45245,,,,,,,,,,,,
54002,53142,54281,49741,,,,,,,,,,,,
58613,57228,56985,56420,,,,,,,,,,,,
62361,62556,63504,59550,,,,,,,,,,,,
68336,67119,67460,65848,,,,,,,,,,,,
72963,71649,73459,69336,,,,,,,,,,,,
77206,77106,77452,74353,,,,,,,,,,,,
81866,80531,81927,78789,,,,,,,,,,,,
86218,85963,86956,83498,,,,,,,,,,,,
91384,90497,91867,87939,,,,,,,,,,,,
96827,94361,96782,94474,,,,,,,,,,,,
101224,99376,101413,98742,,,,,,,,,,,,
106042,104908,107647,103395,,,,,,,,,,,,
109420,109555,110690,106930,,,,,,,,,,,,
114108,114288,114642,112850,,,,,,,,,,,,
22870,24116,24052,21868,,,,,,,,,,,,
28759,29369,27842,25678,,,,,,,,,,,,
33288,33895,33096,32079,,,,,,,,,,,,
38134,38509,37981,35825,,,,,,,,,,,,
42315,42321,43871,41140,,,,,,,,,,,,
48593,47327,48208,45834,,,,,,,,,,,,
52548,51227,52354,49674,,,,,,,,,,,,
57901,56603,57798,56135,,,,,,,,,,,,
61954,61164,63182,59947,,,,,,,,,,,,
66120,66756,67658,65965,,,,,,,,,,,,
71675,72507,71851,69064,,,,,,,,,,,,
77309,76156,75218,76008,,,,,,,,,,,,
81649,80610,82631,79276,,,,,,,,,,,,
86553,85906,85347,84543,,,,,,,,,,,,
90673,91863,90907,89007,,,,,,,,,,,,
94642,95781,96467,93532,,,,,,,,,,,,
100965,100775,100516,97176,,,,,,,,,,,,
103338,104137,104948,102454,,,,,,,,,,,,
110906,108660,110849,108612,,,,,,,,,,,,
116400,114968,114101,112543,,,,,,,,,,,,
23810,24293,23182,21657,,,,,,,,,,,,
29020,28196,28335,25790,,,,,,,,,,,,
33288,32938,31423,31655,,,,,,,,,,,,
37817,39747,37813,36200,,,,,,,,,,,,
41255,43390,43967,41837,,,,,,,,,,,,
48262,48580,47934,45310,,,,,,,,,,,,
51509,51993,51608,50551,,,,,,,,,,,,
56924,58348,56954,55494,,,,,,,,,,,,
62618,62723,62550,60061,,,,,,,,,,,,
68620,65469,66742,65145,,,,,,,,,,,,
72852,71455,72008,69697,,,,,,,,,,,,
75319,77286,76053,74813,,,,,,,,,,,,
81019,81234,81043,78587,,,,,,,,,,,,
85091,85731,86146,82365,,,,,,,,,,,,
90318,90766,89537,88104,,,,,,,,,,,,
95672,96378,95238,92192,,,,,,,,,,,,
99817,99698,101077,97754,,,,,,,,,,,,
105498,104235,104807,104176,,,,,,,,,,,,
110569,109592,110695,107636,,,,,,,,,,,,
114053,114532,115603,112056,,,,,,,,,,,,
23507,22690,22598,22100,,,,,,,,,,,,
27768,26288,28388,27211,,,,,,,,,,,,
32490,31359,33331,31306,,,,,,,,,,,,
38370,35936,37768,36374,,,,,,,,,,,,
43232,41119,41293,40684,,,,,,,,,,,,
46478,45837,46620,46272,,,,,,,,,,,,
52617,49352,51372,49960,,,,,,,,,,,,
55422,55934,56853,55683,,,,,,,,,,,,
62054,59059,61275,59577,,,,,,,,,,,,
67526,64214,66156,65393,,,,,,,,,,,,
70679,70123,69842,69675,,,,,,,,,,,,
75739,75864,74546,74934,,,,,,,,,,,,
82512,79764,81435,78877,,,,,,,,,,,,
86927,84140,86540,81963,,,,,,,,,,,,
90633,88917,89346,88363,,,,,,,,,,,,
93577,94191,95363,92757,,,,,,,,,,,,
101086,98934,100613,98249,,,,,,,,,,,,
105193,103941,104905,102038,,,,,,,,,,,,
109734,108957,109144,107233,,,,,,,,,,,,
114025,113396,114582,113457,,,,,,,,,,,,
22745,22028,22735,21919,,,,,,,,,,,,
27504,26928,27339,27028,,,,,,,,,,,,
32205,30649,32357,31147,,,,,,,,,,,,
37359,35918,38375,36264,,,,,,,,,,,,
42879,40995,42575,40239,,,,,,,,,,,,
47456,45305,46817,45465,,,,,,,,,,,,
52543,50575,50507,50556,,,,,,,,,,,,
56737,55884,56798,55800,,,,,,,,,,,,
61423,61393,61852,59035,,,,,,,,,,,,
66669,64157,66804,64686,,,,,,,,,,,,
70545,70199,70102,69164,,,,,,,,,,,,
76081,74357,75707,75205,,,,,,,,,,,,
80320,78586,80920,79676,,,,,,,,,,,,
85760,83216,85702,83012,,,,,,,,,,,,
90964,89797,89518,89145,,,,,,,,,,,,
95026,94192,95813,93877,,,,,,,,,,,,
99607,98393,98784,98235,,,,,,,,,,,,
105060,102738,103644,102148,,,,,,,,,,,,
109347,108368,110210,109106,,,,,,,,,,,,
113701,111782,112632,111473,,,,,,,,,,,,
22489,21674,22772,22255,,,,,,,,,,,,
28486,28023,27528,26429,,,,,,,,,,,,
31705,30990,32281,31947,,,,,,,,,,,,
36563,36153,37400,35528,,,,,,,,,,,,
41214,42197,41620,40533,,,,,,,,,,,,
46393,45815,46815,46783,,,,,,,,,,,,
51724,51297,51581,49348,,,,,,,,,,,,
57221,55397,57503,54240,,,,,,,,,,,,
61244,60689,60989,59404,,,,,,,,,,,,
67530,64636,66158,65294,,,,,,,,,,,,
70279,69714,70863,71187,,,,,,,,,,,,
74232,74334,76184,74601,,,,,,,,,,,,
79854,79139,80328,78357,,,,,,,,,,,,
84392,84268,84650,82504,,,,,,,,,,,,
89352,89793,89437,88831,,,,,,,,,,,,
94299,94492,95216,93720,,,,,,,,,,,,
99275,98133,101042,99035,,,,,,,,,,,,
103700,102076,102424,103202,,,,,,,,,,,,
108930,107041,108769,107902,,,,,,,,,,,,
112665,112563,114463,112016,,,,,,,,,,,,
22535,21617,22159,21318,,,,,,,,,,,,
27142,26796,27689,26195,,,,,,,,,,,,
32385,32383,32112,31169,,,,,,,,,,,,
37233,35884,36462,36954,,,,,,,,,,,,
42610,41035,43297,41605,,,,,,,,,,,,
46090,45276,47140,45028,,,,,,,,,,,,
52247,51556,51731,50214,,,,,,,,,,,,
56193,55381,56674,55242,,,,,,,,,,,,
60803,59532,60069,59884,,,,,,,,,,,,
66830,65038,64345,65962,,,,,,,,,,,,
69060,70441,71405,70099,,,,,,,,,,,,
74531,73041,75791,74098,,,,,,,,,,,,
80768,78089,80045,79674,,,,,,,,,,,,
84454,84080,84396,83539,,,,,,,,,,,,
88442,89066,89232,90091,,,,,,,,,,,,
94628,95728,95321,91933,,,,,,,,,,,,
98102,99421,98626,99357,,,,,,,,,,,,
104543,102897,104879,104888,,,,,,,,,,,,
109001,108157,108038,108916,,,,,,,,,,,,
110781,111842,113305,113480,,,,,,,,,,,,
22549,22819,21620,22623,,,,,,,,,,,,
27717,26502,27299,27299,,,,,,,,,,,,
31954,31071,32248,31853,,,,,,,,,,,,
36606,36392,36188,35380,,,,,,,,,,,,
41712,42273,42514,39335,,,,,,,,,,,,
45963,47051,45040,46445,,,,,,,,,,,,
51048,51199,50691,51114,,,,,,,,,,,,
55046,54429,56686,54965,,,,,,,,,,,,
60753,60941,61540,59196,,,,,,,,,,,,
64998,65290,65596,64134,,,,,,,,,,,,
70227,71247,69349,70104,,,,,,,,,,,,
75460,73630,75834,73383,,,,,,,,,,,,
80744,80781,81178,80254,,,,,,,,,,,,
84194,83854,84734,82973,,,,,,,,,,,,
88704,90135,88723,87862,,,,,,,,,,,,
94267,92946,93839,93510,,,,,,,,,,,,
99896,99388,98669,99455,,,,,,,,,,,,
104499,102704,105041,102046,,,,,,,,,,,,
108203,106598,107751,108507,,,,,,,,,,,,
113566,112338,113111,112341,,,,,,,,,,,,
21628,22225,21961,22055,,,,,,,,,,,,
26414,26185,26150,26240,,,,,,,,,,,,
32054,30723,31484,32191,,,,,,,,,,,,
36344,35784,36581,35703,,,,,,,,,,,,
41558,41345,41210,40637,,,,,,,,,,,,
47661,45721,46852,45780,,,,,,,,,,,,
50878,50416,50715,49332,,,,,,,,,,,,
54486,54619,56577,53871,,,,,,,,,,,,
59663,60389,61010,59551,,,,,,,,,,,,
65384,64026,64251,64960,,,,,,,,,,,,
70299,70148,70351,70842,,,,,,,,,,,,
74644,74213,75484,74847,,,,,,,,,,,,
80389,79177,78467,78919,,,,,,,,,,,,
84603,84267,84523,85064,,,,,,,,,,,,
89839,88505,90977,87969,,,,,,,,,,,,
94126,93008,95587,93605,,,,,,,,,,,,
99498,98693,100696,100310,,,,,,,,,,,,
103100,102811,105358,103654,,,,,,,,,,,,
109969,108283,108641,107969,,,,,,,,,,,,
113017,111998,114295,112404,,,,,,,,,,,,
23102,22634,21480,20962,,,,,,,,,,,,
26601,26278,27297,26112,,,,,,,,,,,,
31804,32331,31929,30582,,,,,,,,,,,,
36593,36429,35951,34606,,,,,,,,,,,,
41224,42083,42251,40754,,,,,,,,,,,,
45904,46606,44810,46363,,,,,,,,,,,,
51181,50598,50802,51519,,,,,,,,,,,,
56014,55017,55280,55038,,,,,,,,,,,,
61161,60913,60752,59761,,,,,,,,,,,,
66133,64194,65673,64673,,,,,,,,,,,,
69467,67950,69558,69361,,,,,,,,,,,,
74416,75857,75224,75020,,,,,,,,,,,,
78713,79025,80207,79548,,,,,,,,,,,,
85866,84232,83312,83143,,,,,,,,,,,,
88634,86585,89710,90384,,,,,,,,,,,,
94329,94714,94983,93262,,,,,,,,,,,,
100166,96830,98473,98302,,,,,,,,,,,,
101771,103699,104537,102997,,,,,,,,,,,,
110142,105068,108691,106703,,,,,,,,,,,,
113085,113998,112163,112326,,,,,,,,,,,,
22296,22311,22039,22187,,,,,,,,,,,,
26877,26729,26555,25508,,,,,,,,,,,,
30999,31377,31563,32106,,,,,,,,,,,,
38010,36785,36465,36541,,,,,,,,,,,,
41535,41506,42129,41645,,,,,,,,,,,,
46011,44834,46301,45538,,,,,,,,,,,,
51408,50867,50228,51293,,,,,,,,,,,,
56797,55835,55324,54995,,,,,,,,,,,,
61539,59029,60308,61587,,,,,,,,,,,,
65622,65910,64206,65384,,,,,,,,,,,,
70239,69797,70820,70540,,,,,,,,,,,,
75010,74352,75810,75513,,,,,,,,,,,,
78666,78422,78409,78670,,,,,,,,,,,,
84238,84232,84392,83917,,,,,,,,,,,,
90875,88956,89927,89282,,,,,,,,,,,,
93817,94396,93604,94580,,,,,,,,,,,,
99200,99269,98907,98925,,,,,,,,,,,,
104194,103055,102947,103145,,,,,,,,,,,,
106926,107707,108590,107696,,,,,,,,,,,,
113476,111573,112683,113713,,,,,,,,,,,,
21954,22065,21787,21473,,,,,,,,,,,,
27264,25365,27178,26206,,,,,,,,,,,,
31256,30747,31314,31011,,,,,,,,,,,,
36956,37340,36579,36561,,,,,,,,,,,,
41709,41980,41233,40182,,,,,,,,,,,,
45909,46254,45995,45638,,,,,,,,,,,,
51054,50733,50183,50100,,,,,,,,,,,,
55023,54444,55660,55632,,,,,,,,,,,,
59993,59295,60914,61047,,,,,,,,,,,,
65947,63471,64510,63140,,,,,,,,,,,,
69419,69843,70481,69832,,,,,,,,,,,,
74323,73978,74684,73717,,,,,,,,,,,,
78231,78196,79769,79345,,,,,,,,,,,,
83856,82992,84544,84152,,,,,,,,,,,,
88424,87942,89016,89646,,,,,,,,,,,,
93550,93675,93640,93663,,,,,,,,,,,,
99081,99102,98744,98252,,,,,,,,,,,,
102370,102373,103077,102738,,,,,,,,,,,,
108647,106923,108218,107963,,,,,,,,,,,,
113382,113619,114008,112631,,,,,,,,,,,,
21602,21392,21681,21701,,,,,,,,,,,,
26261,26844,26507,27825,,,,,,,,,,,,
31772,30892,32733,31774,,,,,,,,,,,,
35070,36178,36124,36296,,,,,,,,,,,,
41391,39757,40831,40739,,,,,,,,,,,,
46204,45764,46287,46865,,,,,,,,,,,,
50420,50017,50316,50194,,,,,,,,,,,,
55443,55550,55379,54542,,,,,,,,,,,,
59947,60165,60236,60589,,,,,,,,,,,,
64785,64840,66010,64854,,,,,,,,,,,,
68275,69150,69258,68888,,,,,,,,,,,,
74285,73909,76103,73274,,,,,,,,,,,,
79306,79849,80784,79862,,,,,,,,,,,,
84588,82947,82431,84119,,,,,,,,,,,,
89510,89249,89668,86823,,,,,,,,,,,,
94288,93855,94295,92882,,,,,,,,,,,,
96777,98545,98174,100417,,,,,,,,,,,,
103812,102021,103526,102527,,,,,,,,,,,,
107858,106357,107262,106564,,,,,,,,,,,,
112895,112397,114441,114316,,,,,,,,,,,,
21578,21261,22133,22536,,,,,,,,,,,,
26674,26837,27342,26474,,,,,,,,,,,,
31164,30628,31114,31496,,,,,,,,,,,,
36518,36556,36690,35949,,,,,,,,,,,,
41602,40595,41472,39961,,,,,,,,,,,,
45705,46459,45212,44606,,,,,,,,,,,,
49517,49211,50811,50001,,,,,,,,,,,,
54689,55471,56038,55775,,,,,,,,,,,,
60264,59856,60247,60180,,,,,,,,,,,,
64341,64180,66265,64078,,,,,,,,,,,,
69255,69761,69018,69475,,,,,,,,,,,,
75002,75238,75462,74709,,,,,,,,,,,,
80167,77961,78954,78449,,,,,,,,,,,,
83155,83359,84940,84007,,,,,,,,,,,,
89217,88057,89741,88046,,,,,,,,,,,,
94082,93517,95120,94449,,,,,,,,,,,,
97406,99441,100050,97993,,,,,,,,,,,,
102852,102953,103884,103891,,,,,,,,,,,,
108335,107268,108787,107285,,,,,,,,,,,,
113728,113503,113829,112696,,,,,,,,,,,,
22705,22329,21237,21624,,,,,,,,,,,,
26518,26293,27292,26792,,,,,,,,,,,,
31739,32210,31627,31215,,,,,,,,,,,,
35754,36525,36874,35665,,,,,,,,,,,,
41378,40935,39970,41149,,,,,,,,,,,,
45793,45210,45676,46721,,,,,,,,,,,,
51104,49387,51182,50639,,,,,,,,,,,,
55983,55172,54722,54672,,,,,,,,,,,,
60409,59430,60600,60118,,,,,,,,,,,,
65905,65415,64364,64139,,,,,,,,,,,,
70656,69583,69378,69850,,,,,,,,,,,,
74592,75148,73595,73865,,,,,,,,,,,,
79944,79840,80071,77933,,,,,,,,,,,,
83742,84995,84206,82349,,,,,,,,,,,,
90410,88801,89078,88241,,,,,,,,,,,,
93380,93361,94150,92253,,,,,,,,,,,,
97493,99334,97905,97490,,,,,,,,,,,,
103392,101900,102093,102439,,,,,,,,,,,,
107754,108331,108364,107467,,,,,,,,,,,,
113166,113491,113456,111096,,,,,,,,,,,,
22197,22308,21787,22682,,,,,,,,,,,,
26778,26837,26737,26686,,,,,,,,,,,,
31559,31828,30655,31310,,,,,,,,,,,,
36307,36601,36309,36345,,,,,,,,,,,,
40715,41612,41324,41029,,,,,,,,,,,,
45346,46718,45447,45305,,,,,,,,,,,,
49384,50441,49945,50774,,,,,,,,,,,,
55034,54772,56043,55694,,,,,,,,,,,,
60117,59273,60227,59440,,,,,,,,,,,,
63505,63785,63987,65015,,,,,,,,,,,,
70603,70636,69176,69810,,,,,,,,,,,,
73941,73161,74898,72838,,,,,,,,,,,,
79421,79371,79045,78632,,,,,,,,,,,,
85692,84647,84888,83880,,,,,,,,,,,,
88836,89936,88713,90166,,,,,,,,,,,,
94188,92928,93814,91472,,,,,,,,,,,,
98092,97768,100330,99371,,,,,,,,,,,,
103045,102415,104055,103421,,,,,,,,,,,,
