10%/tk1-30/bue1-20
72798
53598
46183
39394
34445
31886
29045
28780
27112
25348
24283
23178
23348
23417
22392
21739
21833
22526
22598
20760
107430
88505
74980
59621
54350
49422
44244
42937
39498
39742
35721
35327
34251
32839
33345
31010
32086
30394
30263
29683
126338
108943
92670
80127
68247
61915
57339
51706
49845
44402
43405
42566
42537
40161
39384
37380
37102
37350
35438
33627
137292
126614
108994
97412
82256
74137
67205
61463
57186
55401
50379
47967
47213
42778
43478
40428
40648
41066
38974
37350
146888
134421
121903
108785
98009
86645
74809
69664
63336
59190
56398
51487
49607
50913
45958
46283
43708
44040
42136
41417
153373
143104
131492
118364
105577
95049
87056
77772
69917
65187
61857
58595
55569
53337
51909
48022
47361
45311
42393
42260
157912
147613
137163
127358
116635
104001
93966
85225
78739
72585
67087
65198
60937
55089
55386
52220
50055
49078
45193
46170
162350
154585
143172
132861
121363
109346
98592
89984
86074
77042
72814
66530
64124
61323
56486
53862
51053
50869
49639
46972
166214
156913
147909
138985
129743
115546
107079
97650
89008
83011
75470
69530
65005
62715
60888
58354
54703
54937
49369
48405
166245
158656
151408
142019
135837
121214
114206
102901
94033
85342
78796
76604
69491
65056
62654
59128
57170
55973
51582
49108
168461
161563
154061
144357
135591
129613
116291
109733
99482
88811
83419
77089
71043
66384
64441
63268
57293
55900
54217
50744
170412
163988
156844
147961
139015
131748
121291
112010
105043
93664
88323
82079
77524
71056
68067
63246
60088
56789
55544
53995
171505
164121
158655
151951
144586
135707
126270
114891
107115
95579
95103
87888
79337
75486
70403
67388
63797
59703
57463
55485
172445
166848
159819
152958
143355
138637
128767
120874
112365
101698
98411
90526
81511
77757
73954
67888
65581
60595
58482
58745
173662
167179
161863
154748
147991
141863
131786
124942
115436
108524
100136
91872
84204
80550
76565
70940
66290
62557
60266
56425
174828
169300
162642
156356
149153
140497
135250
129272
120004
110225
102258
94308
88608
83026
76393
72165
67574
65764
60013
58572
173818
169802
163780
157593
151782
145195
136586
128778
120674
112423
106201
98916
92439
82848
79693
74704
68944
67727
60988
60472
175360
170163
165127
156032
151690
145831
138162
129860
122223
115845
107969
100013
95195
86731
79280
77059
71821
66593
65612
59383
175886
169823
165086
158191
152504
147085
139570
133902
126175
116950
111881
104543
98288
90171
84334
79092
72678
70770
64958
60201
176476
171520
165154
161143
153633
147854
141761
134256
128077
121171
115474
106745
99655
91353
85323
79442
77135
70372
66753
63781
176851
171415
166465
160087
154190
149180
144063
136843
129502
123253
116389
107345
99686
95829
88022
81443
78476
73252
68328
63278
175941
171657
166007
161727
154798
149500
143299
137210
130908
122661
115575
110694
102106
96999
87743
83772
79768
73322
69681
64894
176386
171608
166483
161241
156348
150661
145803
139142
131606
126930
117442
113003
105143
96370
91869
85396
80240
75960
70458
65656
176803
171376
165885
161837
157141
153218
145812
138323
133264
127075
119534
115150
103123
100788
92470
87393
81563
76772
70820
67595
177131
172630
167018
161881
155564
151954
145649
139108
134573
125998
120294
117571
108380
100493
95560
89814
81195
78289
73192
69806
176542
172791
167389
161917
156932
151187
145966
140080
133873
129265
122306
115393
108932
103066
96205
91508
87205
79336
75129
69635
176648
171652
167812
162904
155742
151545
147775
139901
134685
128314
123997
118082
111140
102432
99143
92254
84446
81625
75747
70090
178328
172486
167642
162676
158058
153948
147747
141007
135598
130057
123611
119418
111677
105479
98988
91694
86068
82029
75961
72436
178397
172959
167239
162528
156273
153742
146690
142065
136968
129092
126238
120024
113216
106672
103052
93544
89360
81972
75482
70539
176876
173091
167091
162323
158387
152467
148143
142740
136324
131854
126211
119758
113815
108272
100920
94078
90648
85044
78568
75522
30%/tk1-30/bue1-20
71972
58108
47662
35810
33140
32155
29684
29071
26552
26480
24696
24639
22302
23467
21242
21532
22191
20799
21751
21363
108537
86099
71850
63131
53817
47339
44323
42244
38537
37070
36400
35067
32981
32248
32415
32313
31348
30360
28520
29749
126289
108719
95571
82216
69726
63413
56238
52974
49149
47180
44277
43239
40259
39500
37796
38534
37987
36554
35118
33064
137215
127554
109754
96149
82836
72997
66513
63947
57558
53950
49920
48952
44893
44696
44741
41550
40516
40471
40214
38428
146948
134677
122074
107733
95165
82306
76693
69833
65043
59819
55988
55303
50299
47672
48137
45030
43983
43616
40859
40396
153835
143316
132664
119263
104316
95546
85318
78407
71160
65120
60055
58653
56988
53623
50551
49064
48701
45678
45416
42613
157492
148289
139311
128497
113488
101429
94889
83232
74643
73416
67756
61286
60273
56681
54666
51418
47660
48795
47438
44859
161985
152549
142834
131105
121808
111277
99685
90611
81305
76944
71957
68612
63070
58669
55550
56045
53458
49548
46795
47042
165234
157120
147974
138647
126999
117024
106659
96788
89808
82751
76379
73791
67069
64025
61258
56394
54716
52586
50330
48632
166725
158814
153103
142621
132949
126129
112720
101968
93789
86878
80408
73668
70522
65571
63285
60405
56282
52615
51208
50405
169962
162754
154398
146516
136169
125684
118910
109341
96463
90860
83461
78424
74479
68144
63894
61559
58760
56881
54844
52508
169142
164240
155490
147618
141443
131075
126915
113642
103824
96463
88752
81509
75478
72834
69180
64313
60350
56788
54785
54080
171672
165430
159637
152228
143002
133430
126458
117427
107634
95999
93023
85468
78958
73607
69504
65219
62053
59747
56519
53625
172402
166211
160614
153508
145636
138131
128948
120192
113759
104929
95442
89971
83970
77414
72656
66026
65586
63048
59452
56931
174212
167894
160643
154986
148475
140800
131063
122933
115265
105657
97379
94224
85382
81894
74406
71573
66095
62284
59517
57822
174767
167925
163386
155835
150550
144212
135487
128312
119886
110701
99246
94488
89075
81539
77070
71083
67842
64390
61135
57593
174565
169428
164123
157346
150889
145190
139051
126783
122139
112692
106976
98006
91864
84516
77756
74662
69805
66335
62833
59552
176525
170326
162440
159463
152304
143773
138685
131214
122645
115144
106580
100482
95476
87043
82022
76235
72088
66643
62875
60341
175282
171030
164815
158924
153724
146574
139598
132343
124095
118352
110177
104469
96091
91923
83400
77559
71914
70720
66896
61999
176831
171603
166325
159393
154084
149267
141584
136372
125834
120855
112551
106014
96708
91652
84439
79866
76024
70079
67683
63678
176421
170954
166315
