105999,50057,43944
105988,50114,43898
106858,50961,42181
105907,51544,42549
106785,49832,43383
100491,54488,45021
100946,56653,42401
101319,55249,43432
101406,53446,45148
100003,56860,43137
95937,59552,44511
96146,59564,44290
96291,59277,44432
96527,61079,42394
95933,60610,43457
90832,66111,43057
90876,65982,43142
91256,67280,41464
90742,65538,43720
90814,62468,46718
85809,69466,44725
85934,70789,43277
86055,69996,43949
86246,69819,43935
85210,71143,43647
81375,73970,44655
81306,76874,41820
80654,75825,43521
81180,75371,43449
80840,76708,42452
76450,79313,44237
75550,81326,43124
76022,79485,44493
75915,80258,43827
76620,79987,43393
72247,83513,44240
71571,84580,43849
71610,84125,44265
70543,84509,44948
71774,85050,43176
66532,90854,42614
66013,90216,43771
66738,89596,43666
67419,91174,41407
65737,87961,46302
61911,92529,45560
61661,94227,44112
62382,94071,43547
63061,95886,41053
62413,92932,44655
57882,97578,44540
58008,99451,42541
56828,98220,44952
57927,99397,42676
58444,97644,43912
52547,103532,43921
51792,103952,44256
51768,102903,45329
53739,103771,42490
52385,103446,44169
48345,109035,42620
47833,108994,43173
49643,108114,42243
49630,107535,42835
46979,108643,44378
42535,114954,42511
44468,113200,42332
41906,112614,45480
42998,115132,41870
43873,112233,43894
38536,117953,43511
38466,119538,41996
39996,117890,42114
39229,117182,43589
38203,118877,42920
34116,124235,41649
33213,123044,43743
33028,122657,44315
33740,122683,43577
33136,123353,43511
28902,128766,42332
28921,127693,43386
28443,126784,44773
30321,126376,43303
30296,126744,42960
23678,132795,43527
24499,130288,45213
24456,133980,41564
23435,132352,44213
21935,131050,47015
20957,135898,43145
22762,136969,40269
21814,135348,42838
17613,137389,44998
19599,136188,44213
15710,140876,43414
13074,143052,43874
17265,141401,41334
14774,142259,42967
17233,141399,41368
135180,39592,25228
135633,37866,26501
135247,39029,25724
135379,38177,26444
135984,38364,25652
129643,43380,26977
129378,42165,28457
129526,43777,26697
128650,44607,26743
130391,42323,27286
123214,47867,28919
123565,49479,26956
123929,47490,28581
123378,49416,27206
122651,48527,28822
117196,53061,29743
118206,52974,28820
117882,53145,28973
117793,52693,29514
117350,52340,30310
111165,58677,30158
111417,57667,30916
111843,56964,31193
112015,56969,31016
113373,56587,30040
106983,62298,30719
106058,61653,32289
104766,63061,32173
104421,62782,32797
106661,61782,31557
100093,68118,31789
99865,66007,34128
99709,67459,32832
100171,67721,32108
100238,68463,31299
95055,70923,34022
95128,70452,34420
92108,72815,35077
95486,71700,32814
92141,74067,33792
86476,78224,35300
86159,77832,36009
86567,76416,37017
87623,77154,35223
86735,76987,36278
81342,81731,36927
78613,82360,39027
82752,82187,35061
81616,80905,37479
80938,82022,37040
74618,86734,38648
74993,86739,38268
74003,86192,39805
72380,87557,40063
74254,87442,38304
68847,90649,40504
69736,89841,40423
66665,91945,41390
68357,91288,40355
69787,91810,38403
59707,95848,44445
61002,96370,42628
61559,97156,41285
62335,95053,42612
58991,96967,44042
53752,99987,46261
54436,99955,45609
56531,100615,42854
54980,100267,44753
56516,101290,42194
47378,105157,47465
47619,104289,48092
47349,106771,45880
48345,107410,44245
47959,105083,46958
39764,111773,48463
39170,110371,50459
42800,110746,46454
40206,111210,48584
43856,110918,45226
38778,114490,46732
37479,115737,46784
37843,114230,47927
37929,115638,46433
35342,114872,49786
34971,119705,45324
33594,119242,47164
34489,118556,46955
32040,119839,48121
32011,120052,47937
32417,124182,43401
32189,124577,43234
31078,124143,44779
31561,124731,43708
31536,124747,43717
28516,128752,42732
31471,129960,38569
28802,130116,41082
29610,128611,41779
30227,128419,41354
146509,32734,20757
147817,30459,21724
147372,30892,21736
147054,31226,21720
146808,32920,20272
141649,36492,21859
141191,36332,22477
140572,37016,22412
140801,37123,22076
140638,38055,21307
135471,40804,23725
134160,41974,23866
134534,42437,23029
135440,40570,23990
136019,41717,22264
128030,46907,25063
128950,47036,24014
127766,47122,25112
130112,45354,24534
127865,47212,24923
122961,51765,25274
121057,53110,25833
122360,51678,25962
121575,52569,25856
121139,52264,26597
116601,55548,27851
116257,55877,27866
115118,56322,28560
115535,55447,29018
117349,55304,27347
109031,61356,29613
108244,61122,30634
108491,61333,30176
109047,59932,31021
107990,61419,30591
100927,66582,32491
100672,66751,32577
102292,66942,30766
102254,65195,32551
101778,65870,32352
95027,70513,34460
92641,71451,35908
95239,69726,35035
94455,70950,34595
92799,71666,35535
86052,76494,37454
88304,74436,37260
85833,75784,38383
84046,76995,38959
86063,74529,39408
79228,79549,41223
78621,80851,40528
77919,80451,41630
78174,79845,41981
79146,78994,41860
70667,84153,45180
72620,83868,43512
68146,85324,46530
68327,85701,45972
70975,84517,44508
54830,91312,53858
57975,90240,51785
58233,91781,49986
58419,89941,51640
60092,89990,49918
49692,94336,55972
