38464,1364,11926,1180,,,,,,,,
43663,1330,17803,1212,,,,,,,,
45902,1158,23943,1144,,,,,,,,
47172,1128,31961,1035,,,,,,,,
46445,1076,42243,1097,,,,,,,,
46689,973,44374,1065,,,,,,,,
44926,969,44183,907,,,,,,,,
43155,971,42408,872,,,,,,,,
41621,895,40989,852,,,,,,,,
38907,798,38198,762,,,,,,,,
36049,758,35930,717,,,,,,,,
35231,732,32781,660,,,,,,,,
6843,1665,3403,1597,,,,,,,,
8508,1670,2958,1497,,,,,,,,
10951,1601,3463,1456,,,,,,,,
14680,1384,4178,1497,,,,,,,,
18106,1514,4365,1452,,,,,,,,
20796,1481,5511,1301,,,,,,,,
26166,1399,6396,1339,,,,,,,,
31253,1340,8626,1239,,,,,,,,
33534,1253,10519,1228,,,,,,,,
39667,1119,16704,1163,,,,,,,,
41132,1139,21540,1098,,,,,,,,
41840,1159,31866,1121,,,,,,,,
42156,1112,37841,962,,,,,,,,
43184,1047,39356,891,,,,,,,,
40969,963,42303,942,,,,,,,,
41728,872,39892,840,,,,,,,,
40305,843,39743,819,,,,,,,,
38151,838,37539,729,,,,,,,,
35109,756,35681,700,,,,,,,,
32304,688,32525,650,,,,,,,,
6006,1588,2774,1626,,,,,,,,
7393,1710,2743,1492,,,,,,,,
9640,1543,2945,1500,,,,,,,,
11486,1462,3467,1361,,,,,,,,
14200,1354,4192,1352,,,,,,,,
17900,1449,5333,1356,,,,,,,,
22006,1315,6083,1349,,,,,,,,
27888,1305,8143,1312,,,,,,,,
31641,1249,10080,1181,,,,,,,,
36891,1247,15074,1207,,,,,,,,
34618,1106,22298,1112,,,,,,,,
37880,1018,32735,1063,,,,,,,,
40809,1006,35952,1057,,,,,,,,
40122,973,37918,1037,,,,,,,,
40245,866,38487,974,,,,,,,,
38313,929,39525,882,,,,,,,,
36928,860,38075,754,,,,,,,,
36597,844,36177,747,,,,,,,,
33607,754,34329,658,,,,,,,,
31850,678,31165,687,,,,,,,,
5020,1627,2248,1433,,,,,,,,
6010,1561,2203,1386,,,,,,,,
7796,1535,2629,1294,,,,,,,,
9809,1507,2908,1282,,,,,,,,
14035,1528,3629,1253,,,,,,,,
15273,1431,4541,1162,,,,,,,,
18986,1406,5587,1206,,,,,,,,
22933,1356,6633,1130,,,,,,,,
26832,1222,9000,1146,,,,,,,,
31472,1250,12201,1031,,,,,,,,
32529,1256,22006,1025,,,,,,,,
34943,1156,28243,948,,,,,,,,
37721,1144,33758,940,,,,,,,,
37789,987,36793,886,,,,,,,,
37604,929,37755,791,,,,,,,,
37484,859,37561,730,,,,,,,,
36317,858,34901,735,,,,,,,,
34862,851,33478,654,,,,,,,,
32517,726,33391,679,,,,,,,,
30474,730,30925,563,,,,,,,,
3789,1741,2086,1424,,,,,,,,
5104,1514,2029,1325,,,,,,,,
6183,1618,2310,1272,,,,,,,,
8646,1462,2439,1268,,,,,,,,
10297,1389,3028,1223,,,,,,,,
12174,1332,4253,1231,,,,,,,,
17166,1315,5111,1119,,,,,,,,
20012,1306,6333,1221,,,,,,,,
23811,1259,8592,1109,,,,,,,,
26478,1212,12475,1049,,,,,,,,
29637,1177,17680,923,,,,,,,,
32668,1201,28366,912,,,,,,,,
35052,1057,33292,932,,,,,,,,
35256,1028,34704,840,,,,,,,,
34731,983,35358,852,,,,,,,,
34793,936,34676,760,,,,,,,,
33814,889,34024,812,,,,,,,,
32944,846,32747,686,,,,,,,,
31531,769,31948,699,,,,,,,,
30009,648,29224,630,,,,,,,,
3544,1317,1600,1481,,,,,,,,
4286,1412,1765,1338,,,,,,,,
5304,1228,1870,1344,,,,,,,,
7300,1311,2321,1300,,,,,,,,
9289,1145,2591,1362,,,,,,,,
11842,1139,3345,1217,,,,,,,,
13872,1127,4249,1230,,,,,,,,
16242,1058,5741,1123,,,,,,,,
20333,975,7769,1040,,,,,,,,
24391,915,10568,1006,,,,,,,,
27443,897,19320,1035,,,,,,,,
31048,877,25054,904,,,,,,,,
31003,934,28713,856,,,,,,,,
32371,826,32111,809,,,,,,,,
33768,819,32587,853,,,,,,,,
33709,747,32979,765,,,,,,,,
32928,607,32279,769,,,,,,,,
31136,685,31111,729,,,,,,,,
30018,564,30969,616,,,,,,,,
28411,566,28552,575,,,,,,,,
3080,1384,1537,1391,,,,,,,,
3597,1265,1513,1354,,,,,,,,
4416,1222,1709,1270,,,,,,,,
5814,1186,2044,1210,,,,,,,,
6994,1115,2618,1190,,,,,,,,
8901,1200,2826,1228,,,,,,,,
12233,1074,3924,1079,,,,,,,,
15208,1079,4691,1080,,,,,,,,
18165,1037,6644,1040,,,,,,,,
21444,931,9457,1070,,,,,,,,
24332,983,15129,911,,,,,,,,
26668,975,22360,863,,,,,,,,
28848,882,27624,825,,,,,,,,
31286,845,28252,840,,,,,,,,
31673,811,30131,690,,,,,,,,
30967,664,29775,716,,,,,,,,
30890,670,30445,667,,,,,,,,
30502,685,30481,629,,,,,,,,
28870,661,28974,623,,,,,,,,
26443,547,27696,554,,,,,,,,
2344,1372,1210,1414,,,,,,,,
2960,1223,1362,1297,,,,,,,,
3874,1240,1612,1245,,,,,,,,
5958,1214,1962,1259,,,,,,,,
6775,1177,2311,1176,,,,,,,,
8158,1125,2627,1136,,,,,,,,
10430,1086,3310,1109,,,,,,,,
13343,1006,4378,1059,,,,,,,,
16238,976,6168,1014,,,,,,,,
18533,922,9619,946,,,,,,,,
21792,980,17039,948,,,,,,,,
24977,888,22389,884,,,,,,,,
26139,908,24069,832,,,,,,,,
29031,876,26458,833,,,,,,,,
29845,785,29018,799,,,,,,,,
29124,700,28501,797,,,,,,,,
28979,684,29256,711,,,,,,,,
29213,681,28512,650,,,,,,,,
27462,584,27007,604,,,,,,,,
27141,577,26698,575,,,,,,,,
2160,1291,1284,1363,,,,,,,,
2913,1235,1179,1388,,,,,,,,
3658,1276,1362,1358,,,,,,,,
4853,1212,1512,1136,,,,,,,,
5787,1219,2099,1129,,,,,,,,
7006,1140,2597,1117,,,,,,,,
9376,1137,2881,1099,,,,,,,,
11075,1043,4013,1057,,,,,,,,
13832,1050,6686,980,,,,,,,,
17103,1020,8371,1032,,,,,,,,
18700,981,13840,945,,,,,,,,
21134,863,18919,946,,,,,,,,
23481,910,21718,951,,,,,,,,
25973,824,25277,855,,,,,,,,
27242,798,26391,759,,,,,,,,
27358,717,27495,715,,,,,,,,
28241,705,27607,711,,,,,,,,
26860,626,27286,670,,,,,,,,
26395,575,26345,638,,,,,,,,
26417,550,24696,569,,,,,,,,
1922,1317,1023,1183,,,,,,,,
2219,1313,1205,1354,,,,,,,,
3074,1204,1204,1288,,,,,,,,
3787,1233,1390,1263,,,,,,,,
4976,1188,1712,1176,,,,,,,,
5942,1187,2232,1156,,,,,,,,
7819,1137,2640,1116,,,,,,,,
10301,1056,3724,1040,,,,,,,,
11976,1068,5479,989,,,,,,,,
14044,995,9261,971,,,,,,,,
16251,1009,12953,983,,,,,,,,
18970,847,17990,921,,,,,,,,
21039,895,21286,796,,,,,,,,
24059,808,21492,825,,,,,,,,
25167,727,25099,709,,,,,,,,
26270,744,25916,736,,,,,,,,
26088,703,25914,632,,,,,,,,
25816,678,25400,643,,,,,,,,
25389,601,25726,563,,,,,,,,
23324,601,23870,538,,,,,,,,
1571,1227,1120,1301,,,,,,,,
1911,1237,1143,1314,,,,,,,,
2371,1114,1022,1309,,,,,,,,
3395,1067,1311,1187,,,,,,,,
4208,1092,1687,1050,,,,,,,,
5115,1058,1792,1111,,,,,,,,
6420,1022,2713,1181,,,,,,,,
8468,938,3652,1049,,,,,,,,
10234,901,4988,1056,,,,,,,,
12406,908,9123,978,,,,,,,,
14356,825,11763,912,,,,,,,,
17653,799,15534,903,,,,,,,,
20147,804,18520,821,,,,,,,,
21016,736,21736,808,,,,,,,,
22761,693,22942,812,,,,,,,,
24475,610,24383,676,,,,,,,,
24118,642,24853,696,,,,,,,,
23896,609,24684,615,,,,,,,,
23337,492,24210,599,,,,,,,,
22994,489,21658,526,,,,,,,,
1354,1243,936,1350,,,,,,,,
1825,1209,1085,1293,,,,,,,,
2254,1139,1117,1190,,,,,,,,
2519,1063,1369,1236,,,,,,,,
3824,1117,1505,1232,,,,,,,,
4707,1007,1870,1132,,,,,,,,
5597,982,2436,1090,,,,,,,,
6807,891,3010,979,,,,,,,,
8683,911,4823,993,,,,,,,,
11434,902,7041,925,,,,,,,,
13769,810,9682,1026,,,,,,,,
14714,772,12755,908,,,,,,,,
17950,826,17123,763,,,,,,,,
19259,732,19017,844,,,,,,,,
21847,694,21096,821,,,,,,,,
22848,705,22623,738,,,,,,,,
22739,599,22976,696,,,,,,,,
23286,641,22867,664,,,,,,,,
22565,567,22452,648,,,,,,,,
21940,462,21528,528,,,,,,,,
1417,1138,940,1338,,,,,,,,
1614,1047,1000,1240,,,,,,,,
1958,1054,972,1242,,,,,,,,
2452,1052,1359,1169,,,,,,,,
2937,1071,1396,1222,,,,,,,,
3993,1040,1542,1109,,,,,,,,
4813,1026,2029,1078,,,,,,,,
5824,931,3204,1013,,,,,,,,
8277,964,4141,964,,,,,,,,
9565,868,6679,945,,,,,,,,
11955,783,10050,1008,,,,,,,,
13056,788,12646,956,,,,,,,,
15436,833,15189,929,,,,,,,,
17938,599,17738,859,,,,,,,,
19295,669,19900,794,,,,,,,,
20416,739,20539,699,,,,,,,,
21668,584,21039,611,,,,,,,,
20995,611,21687,611,,,,,,,,
22059,536,21393,614,,,,,,,,
21073,510,20938,531,,,,,,,,
1299,1231,833,1247,,,,,,,,
1460,1162,872,1159,,,,,,,,
1917,1074,918,1163,,,,,,,,
2060,1140,1083,1168,,,,,,,,
2615,1070,1210,1116,,,,,,,,
3178,1014,1580,1029,,,,,,,,
4045,937,2099,1103,,,,,,,,
5429,958,2499,1045,,,,,,,,
6525,878,4421,924,,,,,,,,
7892,891,6091,890,,,,,,,,
10381,863,9085,804,,,,,,,,
11266,813,11109,848,,,,,,,,
15255,768,13442,836,,,,,,,,
15588,797,15321,727,,,,,,,,
17893,698,17990,752,,,,,,,,
18362,664,19253,658,,,,,,,,
19800,576,19941,637,,,,,,,,
20624,555,20382,574,,,,,,,,
19922,531,20212,539,,,,,,,,
19650,487,18994,507,,,,,,,,
1094,1171,950,1227,,,,,,,,
1217,1094,786,1229,,,,,,,,
1402,1136,818,1182,,,,,,,,
1883,1188,992,1167,,,,,,,,
2617,1003,1093,1129,,,,,,,,
3006,1007,1390,1068,,,,,,,,
3512,1033,1665,1026,,,,,,,,
4674,917,2602,978,,,,,,,,
5760,943,3870,977,,,,,,,,
7252,907,5454,959,,,,,,,,
9188,855,7951,873,,,,,,,,
10047,749,10747,843,,,,,,,,
12323,734,13026,771,,,,,,,,
14839,718,13972,717,,,,,,,,
15595,687,16184,732,,,,,,,,
16935,611,17380,639,,,,,,,,
18726,572,18800,643,,,,,,,,
19016,548,18043,608,,,,,,,,
18788,515,19028,595,,,,,,,,
17993,491,19070,521,,,,,,,,
1031,1116,821,1223,,,,,,,,
1240,1165,802,1187,,,,,,,,
1382,1099,889,1211,,,,,,,,
1730,1055,931,1196,,,,,,,,
1997,1021,1034,1046,,,,,,,,
2712,985,1329,1054,,,,,,,,
3227,879,1673,1084,,,,,,,,
4089,972,2304,998,,,,,,,,
5386,802,3684,960,,,,,,,,
6569,836,5525,949,,,,,,,,
8061,817,6310,848,,,,,,,,
9611,793,9291,825,,,,,,,,
11398,749,10918,831,,,,,,,,
13090,677,13416,711,,,,,,,,
14490,663,13627,785,,,,,,,,
15730,709,16063,671,,,,,,,,
16258,615,17129,661,,,,,,,,
16863,566,17431,644,,,,,,,,
18048,531,18026,600,,,,,,,,
18514,489,17789,528,,,,,,,,
1022,1153,758,1238,,,,,,,,
1180,1213,808,1092,,,,,,,,
1304,1072,962,1053,,,,,,,,
1544,1073,928,1079,,,,,,,,
1947,997,1141,1007,,,,,,,,
2212,1020,1219,1087,,,,,,,,
2515,970,1870,932,,,,,,,,
3498,930,2134,991,,,,,,,,
4485,839,3707,962,,,,,,,,
5667,808,5066,908,,,,,,,,
6381,777,6112,850,,,,,,,,
7926,750,8087,799,,,,,,,,
10014,728,10038,776,,,,,,,,
12090,809,12715,753,,,,,,,,
12790,670,13642,787,,,,,,,,
14448,619,14220,719,,,,,,,,
16184,607,16115,607,,,,,,,,
16131,566,16398,658,,,,,,,,
16401,542,17515,520,,,,,,,,
17239,540,16821,559,,,,,,,,
890,1099,851,1200,,,,,,,,
1078,1006,833,1152,,,,,,,,
1127,1056,907,1060,,,,,,,,
1247,1008,797,1126,,,,,,,,
1613,982,886,1033,,,,,,,,
1792,1046,1278,1069,,,,,,,,
2238,923,1390,1002,,,,,,,,
3169,955,1894,997,,,,,,,,
3961,872,2835,919,,,,,,,,
4372,832,3806,931,,,,,,,,
5693,807,5320,875,,,,,,,,
7155,839,6481,696,,,,,,,,
8585,755,8699,686,,,,,,,,
10264,682,10835,730,,,,,,,,
11772,597,11877,669,,,,,,,,
13445,561,13429,676,,,,,,,,
14950,641,13891,632,,,,,,,,
15398,609,15715,567,,,,,,,,
16198,523,15343,550,,,,,,,,
15335,499,15553,509,,,,,,,,
864,1248,779,1252,,,,,,,,
1051,1123,681,1277,,,,,,,,
1022,1131,820,1121,,,,,,,,
1247,1040,863,1148,,,,,,,,
1373,1012,992,1141,,,,,,,,
1853,941,1105,1040,,,,,,,,
1946,991,1280,977,,,,,,,,
2814,939,1936,989,,,,,,,,
3139,834,2876,987,,,,,,,,
4609,849,4118,909,,,,,,,,
4954,811,4567,896,,,,,,,,
5891,757,5878,766,,,,,,,,
7330,732,7204,766,,,,,,,,
9029,710,8352,774,,,,,,,,
9899,689,10587,663,,,,,,,,
11829,623,11138,709,,,,,,,,
12879,590,12775,621,,,,,,,,
13936,523,13849,641,,,,,,,,
14835,517,14981,492,,,,,,,,
15322,519,14502,497,,,,,,,,
839,1068,735,1172,,,,,,,,
842,1161,766,1121,,,,,,,,
964,1019,833,1137,,,,,,,,
1118,1006,879,1102,,,,,,,,
1245,926,995,1011,,,,,,,,
1418,880,904,923,,,,,,,,
1719,1021,1280,964,,,,,,,,
2232,945,1824,845,,,,,,,,
3028,910,2381,894,,,,,,,,
3728,841,2864,832,,,,,,,,
4278,795,4185,800,,,,,,,,
5255,809,5087,855,,,,,,,,
6738,751,6305,753,,,,,,,,
7971,699,7355,718,,,,,,,,
9269,705,9299,745,,,,,,,,
11097,619,10256,595,,,,,,,,
11306,596,11743,618,,,,,,,,
12060,558,11902,615,,,,,,,,
13436,550,13390,522,,,,,,,,
13109,501,14073,457,,,,,,,,
87416,139148,43898,41333,,,,,,,,
95309,131801,42401,42574,,,,,,,,
101912,126048,44290,41775,,,,,,,,
107537,123960,43142,41684,,,,,,,,
106050,115972,43277,44120,,,,,,,,
100442,111321,41820,43114,,,,,,,,
99714,109213,43124,42942,,,,,,,,
94809,106745,43849,44918,,,,,,,,
94089,100449,43771,42709,,,,,,,,
87329,95576,44112,45449,,,,,,,,
85363,90813,42541,43652,,,,,,,,
79850,86889,44256,43567,,,,,,,,
78280,81637,43173,40865,,,,,,,,
73125,75806,42332,42574,,,,,,,,
69792,69590,41996,41781,,,,,,,,
63945,64581,43743,44087,,,,,,,,
59659,62113,43386,41289,,,,,,,,
55891,57137,45213,41360,,,,,,,,
50257,51994,40269,42081,,,,,,,,
45273,48137,43874,41503,,,,,,,,
57726,139350,26501,25646,,,,,,,,
74051,131398,28457,27355,,,,,,,,
83794,129579,26956,27202,,,,,,,,
87203,123186,28820,28748,,,,,,,,
91040,118228,30916,29418,,,,,,,,
92651,113667,32289,32622,,,,,,,,
90505,108332,34128,32323,,,,,,,,
88829,107299,34420,33152,,,,,,,,
88069,98226,36009,35190,,,,,,,,
83321,93685,39027,36621,,,,,,,,
80311,89227,38268,39376,,,,,,,,
77447,84222,40423,40585,,,,,,,,
76373,80868,42628,42421,,,,,,,,
71091,76362,45609,44536,,,,,,,,
65991,70593,48092,47999,,,,,,,,
61456,66841,50459,49072,,,,,,,,
57786,62002,46784,48013,,,,,,,,
54192,57080,47164,47239,,,,,,,,
50158,52977,43234,43001,,,,,,,,
44240,47034,38569,42052,,,,,,,,
42105,136403,21724,18992,,,,,,,,
54885,129200,22477,19192,,,,,,,,
64869,128082,23866,20609,,,,,,,,
71092,121801,24014,22199,,,,,,,,
80364,116363,25833,22232,,,,,,,,
81942,114732,27866,24533,,,,,,,,
84616,108209,30634,27255,,,,,,,,
83010,103092,32577,27581,,,,,,,,
81499,97702,35908,29787,,,,,,,,
78135,95152,37260,31721,,,,,,,,
77187,89339,40528,33527,,,,,,,,
73958,83410,43512,39283,,,,,,,,
70474,80740,51785,46114,,,,,,,,
66781,75450,53869,47979,,,,,,,,
64791,70937,54340,48911,,,,,,,,
59308,66276,55030,48879,,,,,,,,
54947,61606,51559,49536,,,,,,,,
52907,57003,48429,46690,,,,,,,,
46839,52015,44483,42434,,,,,,,,
45982,46357,41141,39875,,,,,,,,
33056,136786,16688,15621,,,,,,,,
40950,129423,16681,15056,,,,,,,,
51533,124842,17596,15981,,,,,,,,
61367,124110,17777,16647,,,,,,,,
69809,119155,19175,17471,,,,,,,,
74645,114667,20264,18680,,,,,,,,
75835,111353,22846,20587,,,,,,,,
74711,104631,25311,22338,,,,,,,,
75555,100590,27992,25733,,,,,,,,
74155,93274,33202,26895,,,,,,,,
75020,88417,39187,33132,,,,,,,,
69108,84102,41880,36540,,,,,,,,
68982,80774,46804,45340,,,,,,,,
64331,76301,53750,48528,,,,,,,,
59011,69143,55204,50857,,,,,,,,
58418,67121,53599,53099,,,,,,,,
53620,58678,50081,49336,,,,,,,,
50827,56044,45774,46263,,,,,,,,
45898,52573,44147,42751,,,,,,,,
41398,46941,40809,40352,,,,,,,,
25691,134358,13868,11679,,,,,,,,
34027,129726,13398,11413,,,,,,,,
41014,127349,13791,11862,,,,,,,,
49983,122225,14894,12698,,,,,,,,
57094,114660,15417,13834,,,,,,,,
65980,109738,16897,14794,,,,,,,,
67637,108073,19344,16091,,,,,,,,
67825,103871,23264,18289,,,,,,,,
69027,98927,26876,21099,,,,,,,,
70096,95466,33532,24583,,,,,,,,
69408,89413,36468,29710,,,,,,,,
64878,82936,45148,38835,,,,,,,,
63473,80763,52316,45142,,,,,,,,
62952,74672,55319,47740,,,,,,,,
57354,71325,54726,51114,,,,,,,,
55918,66781,52027,51030,,,,,,,,
52147,59297,49763,49331,,,,,,,,
47993,56414,45379,44417,,,,,,,,
43684,50170,42517,43944,,,,,,,,
41328,45426,40072,39403,,,,,,,,
20500,10295,10871,10551,,,,,,,,
26020,10220,11176,10453,,,,,,,,
32357,9879,9863,10398,,,,,,,,
40062,9812,10794,10011,,,,,,,,
50492,9906,12815,10025,,,,,,,,
53702,9735,14045,9983,,,,,,,,
60152,9574,16316,9504,,,,,,,,
62285,9226,18021,9286,,,,,,,,
64011,9275,23085,9138,,,,,,,,
65079,8927,27637,8978,,,,,,,,
65808,8249,37278,8411,,,,,,,,
62410,8124,45636,8266,,,,,,,,
59319,7977,51628,7977,,,,,,,,
57775,7814,52925,8078,,,,,,,,
55427,7479,53863,7386,,,,,,,,
52150,7110,50010,7138,,,,,,,,
